index,bitstring,fitness,peak,valley,global,MAX,fitness_norm,MAX_N,MIN_N
1,0,0.553546622,0,0,0,0.791221339,0.69961033,1,0.280392402
2,1,0.425826999,0,0,0,,0.538189477,,
3,10,0.466588358,0,0,0,,0.589706489,,
4,11,0.437510316,0,0,0,,0.552955658,,
5,100,0.475390294,0,0,0,,0.600830982,,
6,101,0.455188738,0,0,0,,0.575298865,,
7,110,0.468987905,0,0,0,,0.592739202,,
8,111,0.559701637,0,0,0,,0.707389462,,
9,1000,0.502948546,0,0,0,,0.635660998,,
10,1001,0.399082708,0,0,0,,0.504388201,,
11,1010,0.484735784,0,0,0,,0.612642456,,
12,1011,0.545978764,0,0,0,,0.69004555,,
13,1100,0.537329891,0,0,0,,0.679114509,,
14,1101,0.516519667,0,0,0,,0.652813115,,
15,1110,0.518508622,0,0,0,,0.655326893,,
16,1111,0.607780699,0,0,0,,0.76815509,,
17,10000,0.69996733,0,0,0,,0.884666901,,
18,10001,0.572247706,0,0,0,,0.723246047,,
19,10010,0.692189605,0,0,0,,0.874836877,,
20,10011,0.663111562,0,0,0,,0.838086044,,
21,10100,0.577115956,0,0,0,,0.729398877,,
22,10101,0.5569144,0,0,0,,0.70386676,,
23,10110,0.520856165,0,0,0,,0.65829388,,
24,10111,0.611569897,0,0,0,,0.772944139,,
25,11000,0.576823281,0,0,0,,0.729028974,,
26,11001,0.472957443,0,0,0,,0.597756177,,
27,11010,0.479523093,0,0,0,,0.606054298,,
28,11011,0.540766074,0,0,0,,0.683457393,,
29,11100,0.507500433,0,0,0,,0.641413986,,
30,11101,0.486690209,0,0,0,,0.615112592,,
31,11110,0.404496312,0,0,0,,0.511230287,,
32,11111,0.493768389,0,0,0,,0.624058484,,
33,100000,0.627622024,0,0,0,,0.793231923,,
34,100001,0.4999024,0,0,0,,0.631811069,,
35,100010,0.540663759,0,0,0,,0.683328081,,
36,100011,0.511585717,0,0,0,,0.646577249,,
37,100100,0.510859376,0,0,0,,0.64565925,,
38,100101,0.490657819,0,0,0,,0.620127131,,
39,100110,0.504456987,0,0,0,,0.63756747,,
40,100111,0.595170719,0,0,0,,0.752217729,,
41,101000,0.479524282,0,0,0,,0.606055801,,
42,101001,0.375658445,0,0,0,,0.474783005,,
43,101010,0.46131152,0,0,0,,0.583037258,,
44,101011,0.522554501,0,0,0,,0.660440354,,
45,101100,0.47591595,0,0,0,,0.601495342,,
46,101101,0.455105726,0,0,0,,0.575193948,,
47,101110,0.45709468,0,0,0,,0.577707725,,
48,101111,0.546366758,0,0,0,,0.690535923,,
49,110000,0.589296685,0,0,0,,0.744793721,,
50,110001,0.461577062,0,0,0,,0.583372868,,
51,110010,0.58151896,0,0,0,,0.734963696,,
52,110011,0.552440918,0,0,0,,0.698212865,,
53,110100,0.50754946,0,0,0,,0.64147595,,
54,110101,0.487347904,0,0,0,,0.615943833,,
55,110110,0.451289669,0,0,0,,0.570370953,,
56,110111,0.542003401,0,0,0,,0.685021213,,
57,111000,0.59512383,0,0,0,,0.752158468,,
58,111001,0.491257993,0,0,0,,0.620885672,,
59,111010,0.497823642,0,0,0,,0.629183792,,
60,111011,0.559066623,0,0,0,,0.706586887,,
61,111100,0.573175058,0,0,0,,0.724418099,,
62,111101,0.552364834,0,0,0,,0.698116705,,
63,111110,0.470170936,0,0,0,,0.594234398,,
64,111111,0.559443014,1,0,0,,0.707062596,,
65,1000000,0.612021662,1,0,0,,0.773515111,,
66,1000001,0.484302038,0,0,0,,0.612094257,,
67,1000010,0.525063397,0,0,0,,0.663611269,,
68,1000011,0.495985355,0,0,0,,0.626860438,,
69,1000100,0.533865333,0,0,0,,0.674735762,,
70,1000101,0.513663777,0,0,0,,0.649203645,,
71,1000110,0.527462944,0,0,0,,0.666643982,,
72,1000111,0.618176677,0,0,0,,0.781294243,,
73,1001000,0.577863871,0,0,0,,0.730344143,,
74,1001001,0.473998033,0,0,0,,0.599071347,,
75,1001010,0.559651109,0,0,0,,0.707325601,,
76,1001011,0.62089409,0,0,0,,0.784728697,,
77,1001100,0.612245216,1,0,0,,0.773797654,,
78,1001101,0.591434992,0,0,0,,0.74749626,,
79,1001110,0.593423947,0,0,0,,0.750010039,,
80,1001111,0.682696025,1,0,0,,0.862838237,,
81,1010000,0.58950295,0,0,0,,0.745054413,,
82,1010001,0.461783326,0,0,0,,0.583633559,,
83,1010010,0.581725224,0,0,0,,0.735224387,,
84,1010011,0.552647182,0,0,0,,0.698473556,,
85,1010100,0.466651576,0,0,0,,0.589786388,,
86,1010101,0.446450019,0,0,0,,0.56425427,,
87,1010110,0.410391784,0,0,0,,0.51868139,,
88,1010111,0.501105517,0,0,0,,0.633331651,,
89,1011000,0.553157534,0,0,0,,0.699118574,,
90,1011001,0.449291697,0,0,0,,0.567845778,,
91,1011010,0.455857346,0,0,0,,0.576143897,,
92,1011011,0.517100327,0,0,0,,0.653546993,,
93,1011100,0.483834687,0,0,0,,0.611503587,,
94,1011101,0.463024463,0,0,0,,0.585202193,,
95,1011110,0.380830565,0,0,0,,0.481319886,,
96,1011111,0.470102643,0,0,0,,0.594148085,,
97,1100000,0.571466919,0,0,0,,0.722259235,,
98,1100001,0.443747295,0,0,0,,0.560838381,,
99,1100010,0.484508655,0,0,0,,0.612355394,,
100,1100011,0.455430612,0,0,0,,0.575604562,,
101,1100100,0.454704271,0,0,0,,0.574686562,,
102,1100101,0.434502715,0,0,0,,0.549154445,,
103,1100110,0.448301882,0,0,0,,0.566594782,,
104,1100111,0.539015614,0,0,0,,0.681245042,,
105,1101000,0.492853912,0,0,0,,0.622902705,,
106,1101001,0.388988074,0,0,0,,0.491629908,,
107,1101010,0.474641149,0,0,0,,0.599884161,,
108,1101011,0.53588413,0,0,0,,0.677287257,,
109,1101100,0.489245579,0,0,0,,0.618342245,,
110,1101101,0.468435355,0,0,0,,0.592040851,,
111,1101110,0.47042431,0,0,0,,0.594554629,,
112,1101111,0.559696387,0,0,0,,0.707382826,,
113,1110000,0.542268281,0,0,0,,0.685355986,,
114,1110001,0.414548657,0,0,0,,0.523935132,,
115,1110010,0.534490556,0,0,0,,0.675525962,,
116,1110011,0.505412513,0,0,0,,0.638775129,,
